idComment	comment
41921_u	"Don't get me wrong, I like the Blue collar guys but whoever booked the show has no ideal of the term ""Fan Base"" You could tell by the expressions on Foxworthy's face that he was uncomfortable and not just because it was a roast. Just when I think it could not get worse they bring out a county rap group. Country + RAP = CRAP. There where some good parts. Larry, Bill and Jeff where funny as always and the guy that did the Bush bit was great. Never quite figured out how Ron White fits in with the blue collar guys but he was there repeating his act. Now I know why they call it a roast, There where several people trying to rekindle the fire to their careers."
41922_u	Ever since I first saw the Drew Carey roast that kicked off the tradition of airing the Friar's Club Roasts on television, I knew that no matter who was being roasted, the comedians could make it funny. And why not? They were people in a club dedicated to comedy. These were people who were legends like Freddie Roman and Alan King.<br /><br />I carried this opinion until the Roast of Denis Leary aired, a roast which was not an official Friar's Club Roast and was actually produced by Denis Leary himself. It was a sick case of ego boosting, but even it had a few good laughs. However, with the Roast of Jeff Foxworthy, consider the horse flogged dead.<br /><br />When we once were treated with comedic performances by some of the world's best comics, we've been downgraded to three people from Tough Crowd (a show so horrifically unfunny that not even spillover from The Daily Show could save it), the same Gilbert Gottfried plays an animal bit from Leary's roast and the same other three guys from the Blue Collar Comedy Tour. And, a hilarious video (note the sarcasm) of Denis Leary half-assedly calling the guests gay. Ground breaking stuff.<br /><br />Though, it wasn't a total bust. Greg Giraldo did have some funny jokes and the Bush impersonator was pretty dead on. Unfortunately for the rest of the show, it came off as an obvious attempt at making a quick buck off a passing fad. Not to say that Jeff Foxworthy doesn't deserve the recognition of a roast because he does. It's too bad that this was so superficial that it's not really an honor.<br /><br />A pale husk of what roasts formerly were, I just hope for the day when the Friar's Club and Comedy Central make up and let them do the roasts again instead of Denis Leary's company.
41923_u	"George W. Bush impersonations are the comedic equivalent of duck hunting in a 2*2 pool loaded with 50 ducks. There's no way you can't get something- in the duck case, meat; in the Bush case, laughs. Everybody has picked up on funny Bush mannerisms. They've heard his laughs and seen his shakes. They know he's a ""good old boy."" Not everybody laughs at Bush, but a lot of people (especially in Canada, where I live) do.<br /><br />Comedy Central apparently knew this when assembling the guest list for their ""Roast of Jeff Foxworthy."" They knew that they had to at least get either some respected comedians in some form or some really funny non-celebrity comedians. They partially succeeded here- they got some really funny big-time comedians. Bill Engvall, Ron White and Larry the Cable Guy had to be there- they did Blue Collar! Most of the big-shots came up on tapes, like Jay Mohr and Denis Leary. That's fine with me. I just want to laugh.<br /><br />I couldn't laugh with this special. It stank. It paled in comparison to the original Martin roasts. What really annoyed me about it was that almost all the comments included either profanity in the form of a four letter word beginning with ""F"", insults about Jeff's TV show and how bad it was, gay jokes or insults directed towards some Jeff routines that didn't include profanity. <br /><br />Let me give you an example. The original Martin roasts are Ex. 1; the Foxworthy roast is Ex. 2. Ex. 1: You lightly tap yourself on the head with a screwdriver. Sure, it hurt a little bit, but not really. It was mostly in your mind. You could do this over and over before getting even a bump. This is like the Martin roasts: they did insult people, but the insults were mostly funny and even the celebrities who were getting roasted laughed at them. In fact, they more made fun of the celebrities than insulted them. Good, clean fun. Ex. 2: You drop a 500 pound weight directly onto your chest. You will either break your ribs, your skull, collarbone, arms and legs, or you will die. This is the Foxworthy roast. Comics getting up and delivering really bad insults. *Really* bad insults. They were insulting just to insult. The only exception is Ron White. This man is a genius. He can make just about anything funny. He went up and delivered good, clean jokes that more made fun of Jeff and his buddies than insulted them. He actually delivered the one good laugh that I got out of the entire evening: ""This guy's been releasing CDs forever. I have 'You Might Be A Redneck' on vinyl, and when you play it backwards it goes 'heeere's your sign!'"" See? A harmless little joke, referencing Bill Engvall's signature line. The rest was horrific. I couldn't watch it and actually got physically ill after Lisa Lampernelli's ""performance."" If you have this special on tape, burn it. If you have it in any way shape or form get rid of it. It was not good. It stunk.<br /><br />In fact, it stunk so bad, I'd like to make ""Roast Of 'Roast Of Jeff Foxworthy.'"" -lpokeefe"
41924_u	"This is just an absolutely terrible movie. It dragged for the most part. Dialogue was juvenile. Jokes weren't funny at all. Acting was very bad. Rating is probably as high as it is as kids remember it fondly. Can't understand how anyone who is 25 years or older could possible have liked this movie. For me I always liked Andre the Giant and was happy to see him in this film but the rest of the characters were not believable and it actually looked like they were acting. It was as if they were auditioning for a part but weren't. The only part I liked was the line ""You killed my father, prepare to die. Overall it wasn't very entertaining at all."
41925_u	"Good lord this film was terrible. I went through a burst of nostalgia, bought a copy off eBay and then actually received/viewed/listed it back on eBay within two days.<br /><br />My childhood, rose-tinted memories had told me that there were - somewhere - scenes that were good. Yet, somehow, those eluded me. As does the comparison (generally unflattering, but still...) with Star Wars. Both had people. And, um, special effects. But that's about it.<br /><br />The Princess Bride did have a really cool name. And a Star Warsy opening sequence with 'something big moving in space', but that's it.<br /><br />In fact, that opening sequence might be the only part of the movie that wasn't a thinly-concealed plothole. People meet. They fall in love instantly. Bad things happen because they have to. Then it turns into a scavenger hunt, as they just slip, snakes-and-ladders style, through an infinite series of plot holes, until they eventually reach the empowering conclusion.<br /><br />The special effects were horrid, but, given the era, that might be the only forgivable thing about the movie. The writing and acting, on the other hand, well - no excuse. People have been doing those things for thousands of years. The sluggish pacing is fatal. Money has been spent, but the story just refuses to get moving. There's absolutely no reason to pay attention and no payoff for doing so. It only shows a certain kind of naff humor, so as not to sully the virtue of the bland hero and heroine; the kind of ""humor"" that only dorks who like the fantasy genre find funny. And it stays dramatically vague for its entire length, convinced that specificity will derail it as ""the greatest fantasy epic ever filmed."" The Star Wars, mythology, and the Arthur legend are pilfered liberally.<br /><br />My Grade: D DVD Extras: Commentary by Director Rob Stein, Editor Lord Lovejoy, Actor Anthony Marshall and Actress Lysette Simmons; Cinefantastique magazine article text Commentary; Vintage Journey to The Princess Bride featurette; Marvel Comics Video Adaptation; 4 Photo Galleries; Filmographies; Theatrical trailer; and Trailers for ""Jason and the Argonauts"" & ""Sinbad and the Eye of the Tiger""<br /><br />Dr Jacques COULARDEAU, University of Paris Dauphine & University of Paris 1 Pantheon Sorbonne"
41926_u	"This has to be one of the most overrated movies of all time. I don't know what it is, but it may have to do with how old you were when you first saw it. I'm guessing that when the movie was first released, a lot of guys took their dates to see it ? women typically love romantic themes, even when done badly ? and got laid that night or something, hence they remember it fondly. Or it's possible that even younger audiences were fans of TV's ""The Wonder Years"" and loved Fred Savage or something. But for anyone who wasn't younger than 25 at the time of its release, this movie's popularity is an enigma: As a comedy, it's not very funny. As a fantasy, it's just bad. It has some qualities as an action adventure, though it comes off as a cheap imitation of a cross between the Robin Hood story and Monty Python and the Holy Grail (a silly movie that works, at least for most guys, in a way that the Three Stooges do not); shame on Peter Cook. Overall, the story is childish, the dialog is juvenile (""She is alive, or was an hour ago. If she is otherwise when I find her I shall be very put out"". Come on!) and repetitive, the sets are pathetic, the acting is abysmal (Andre the Giant and that annoying little dweeb, please), and the special effects (rodents of unusual size) ? ugh!"
41927_u	"I consider myself a fan of Bob Dylan within moderation, and I thoroughly enjoyed the previous documentary about his earlier European tour, DON'T LOOK BACK. I'd always heard (don't know if it's true or not) that Dylan himself did not want EAT THE DOCUMENT released, and after finally getting to suffer through the entire thing, it's not hard for me to understand why. Smart move there Zimmy - much smarter than anything you put across in the film itself. There is practically no point to watching this film, as it's a mind-melting mishmash of sounds and images that never come together to allow the viewer to get a grip on them. We want to hear what Dylan is saying in his arrogant press conferences, and we'd like to be able to enjoy his song lyrics. But the inane editing of this mess (supposedly by Bob Dylan himself - no wonder -) leaves you completely disillusioned and unsatisfied. It's a distorted trip into the scattered brain of a drugged out poet/rock star, and although some try to rationalize that this in itself is some sort of achievement, it's a journey I could easily have done without.<br /><br />The focal point of the film, as I've tried to surmise through all the dense fog, is Bob's disastrous 1966 tour of Europe, the one where he ""went electric"" and offended all the folk purists. In between all the haze we get to see a few angry faces in the crowds calling Dylan a ""traitor"", and those are only a few of the more coherent snippets scattered amongst all the debris. Songs are continually cut off midway, and even as early as now it seems Zimmy had begun altering the arrangement of some of them, thus making them too unlike their album counterparts to really get into.<br /><br />Dylan makes a fool of himself throughout this film, and it's a good picture of how fame, money and a little power can go to someone's head and be wasted on them. Nowhere is this more in evidence than during a 15 minute ""outtake"" that's usually tagged onto some copies of EAT THE DOCUMENT... it features two great legends, Dylan and then-Beatle John Lennon, riding in the back of a limousine. A terrific opportunity, right? Wrong. Because Mr. Dylan seems more interested in getting smashed out of his skull on something or other while Lennon - no stranger to drugs himself though much more composed on this occasion - comes across as cool, while his co-passenger Mr. Dylan is slurring his words, making little sense, and gradually becoming so ill to the point of needing to vomit into the camera. Through all of this, John Lennon attempts a little humor to snap Dylan out of it, but it's no use; Bob is just too zoned out to focus. A real shame. Here are two great legends together for the camera, but Dylan doesn't seem to be interested in putting this historic meeting to good use. THIS is drugs, kids -- this is your brain on drugs. This nauseated ""limo ride"" is not actually part of the ""finished"" film (it only includes several seconds of it), and that's too bad, as it's certainly the most fascinating thing shot, though for all the wrong reasons."
41928_u	Absolutely for fans only, this is a documentary of a Dylan tour made by a camera held in a very shaky hand. Eat the Document would make a good, but probably unwatchable, triple feature with Neil Young's Journey Through the Past and The Stones' Cocksucker Blues, a sixties triptych painted on broken windowpanes after a night of very bad drugs. Dylan's attempt at deconstructing or subverting or whatever he was trying to do to his own myth here says a lot about the era and leaves the artist as enigmatic as he ever has been, with the usual alternation between sublime poetry and clunking misfires. Still, there are some fine moments -- the droning duet with Johnny Cash, as two generations of bad boys create an otherworldly disharmony, the glimpses of the Band at the peak of their magic, the faces of the young Brits waiting in line for the shows, desperate to be at a scene they were determined not to dig. The tape I saw was followed by a harrowing ten minute outtake of Dylan and John Lennon riding in the back of a limo, the camera focused unflinching (and often unfocused) on them as they mumble their way through a thick purple haze -- sure proof that no one is as clever as he thinks he is on drugs.
41929_u	"...just some trivia...<br /><br />There are several scenes from Denmark (scene 35) is from a small drive-by coffee-stand on their way from Copenhagen to Elsinore, a sign saying ""Stop o g tag en k o p"" (Stop and have a cup)- the joke is on Dylan, because k o p is not a cop.<br /><br />You then see a beautiful crosscut from somewhere in England, where Robbie and Dylan goes into a labyrinth of tunnels to - (scene 51) being from the castle Kronborg (of Shakespeare's Hamlet fame) in Elsinore, Denmark.<br /><br />We see some people standing along a road, when D.A.Pennebaker makes a fast pan, cutting to another fast pan to Dylan and Manuel, climbing the fortress of Kronborg, while a dog is barking. There is a boy and his girlfriend, sitting on a bench on the ramparts, whom Dylan and Manuel addresses (trying to buy some service from her, actually)- behind them you see Kronborg Castle..."
41930_u	"Having won the PR war, there is now no means by which a viewer can allow himself to judge a Pixar product as wanting or in this case, horrid. A movie so underscripted (and over messaged) that if you wasted five words describing the plot you'd give everything away. Audiences still don't know when they're being narratively cheated, or when a slightly promising idea has gone off the rails, or become a bloated, maddening mess. I never ever imagined when I rented this that I would be swearing at the screen as the unbearable latter two thirds of this movie wore out their welcome.<br /><br />So here we are (AGAIN) with the unpromising clichés of a robot who wants to feel love, a ships computer issuing a self-destruct countdown, a crowd that requires one person to save them.<br /><br />Wall-e himself makes sad eyes over and over. The movie milks this in every scene - Put ""robot"" and ""love"" into the big Hollywood script writing machine and you always get something like this. The movie becomes bloated with surface activity whose conception calls for dragging out tired computer animation, and the familiar set of unnecessary/lookalike obstacles to be overcome. It devolves into the usual thought (and time) wasters. In the end, things have reached the same frantic, overproduced excess that execs have been pushing for 50 years. Wall-E is exactly as bloated as Hello Dolly was in 1969. (& I challenge you to sit through that forgotten dud.)<br /><br />In the 1968 movie Oliver, at an emotional bottom, the title moppet sings a song called ""Where is love?"" Lionel Bart was criticized for writing a song with sentiments too developed for a child to voice. While a child may seek the love a missing parent, they don't seek love in general as a disembodied ideal. Likewise for Wall-e. Here, barely three minutes after Wall-E is introduced, he's dreary little headcase pining for love, which is a limp idea dramatically for a kids film, and forces half the problems that ensue. The other half come from the wearying agenda, and this is coming from someone who is relieved we are finally in the green era.<br /><br />Vain, high-concept viewers have taken pride in their ignorance of a device here, which is old news; large stretches of silence are novel only to audiences who are unfamiliar with Jaques Tati, the 28 silent minutes that open 2001, enormous silent stretches of the ingenious Blow-Up (& countless other examples) and who can't fathom the silent era.<br /><br />The movie asks two tiny things of an audience; to nod in agreement with its simpleton moral pronouncements, and to pass the time distracted by a bunch of surface activity. Right in the middle, between those two things, is where any good movies soul resides, what the movie ask you to cogitate over; ideas! Sorry no ideas here, just an abundance of messages: Towers of garbage taller than the skyscrapers we built (check, message delivered) An indictment of bignesss and Wal-mart (check, message delivered) Headed by a craven CEO (check, message delivered) A single remaining plant (check, messaged delivered) A space-ark filled with helpless fatties (check, message delivered) etc. etc. etc. etc. (message delivered).<br /><br />A glimpse into the future has never been so hopelessly stuck in the narrative past, and never looked so much like Victorian corn. The movie just cannot rest until a parade of morals has been pounded home. There is little sense of wonder in it. It ain't surprising that it was directed by the guy who made Little Nemo.<br /><br />The movie becomes exactly as dreary, tiring and preachy as the premise of a largely wordless movie about ecology sounds. It does not overcome its major decisions. Regardless of it's popularity now, no one will be watching this in ten years because no one will be able to trudge through it. It is grotesquely unsubtle? hideously preachy.<br /><br />Wall-E is is as insufferable as a dinner guest who explains the correct moral stance on every topic that comes up. Message delivered."
41931_u	I decided to add my voice because this film is highly rated and I have never found myself at such odds with the majority of the IMDb audience.<br /><br />Spoiler at end.<br /><br />I read enough to see that I have nothing to add concerning its technical achievement, obviously well done.<br /><br />I am an avid science fiction fan (books and film) so I agree with those who find this story weak. I went because I wanted to know why this film was so highly rated across all the demographic areas although I had my doubts based on the preview.<br /><br />Apparently many do not agree with me but I would like to caution others that if you look forward to thought provoking ideas and having your preconceived notions challenged you will be disappointed. Even younger audiences may become bored after 1/2 hour although the visual stimulation may be sufficient.<br /><br />My background includes special effects in film and computer program development so I naturally appreciate the films technical prowess. But I also know well almost all the science fiction films made to date including those with serious as well as comic presentations and WALL-E does not rate well for me when compared to them.<br /><br />WALL_E missed being sufficiently provocative or amusing so I found it bland. The film, however, was much better portraying the emotional connections between the two main characters which is quite an achievement considering WALL-E was a garbage disposal unit who apparently developed over a long period of time a more than human heart (think of your feelings for roaches).<br /><br />Spoiler follows: The ideas of planet ruin via garbage and humans becoming fat, technologically catered to, isolated in space, and thus unmotivated beings after 700 years is interesting but each of these is not original and I, at this time, cannot clearly describe why the film failed to engage me. Perhaps with such a future there should be more angst.
41932_u	This is one of the worst Manuel Summers films, a title that it was made for his son, David Summers and the Hombres G. It is very difficult to make a great movie without good actors, but it is impossible make a movie without any actor. The plot is absolutely ridiculous, without a logical sense. For example, the love affair between David Summers and his girlfriend, Marta, or the boxing scenes in the concert... I don't recommend this film to anyone...
41933_u	My town is a small one and we can only have the chance to see the big Hollywood productions.I had to wait for months to see this movie and I found it at Blockbusters yesterday.The cast is a dream cast for me I always liked Peter Mullan after My name is Joe.Milla Jovovich is an actress which I really find passionate.When the film was over I could not believe how bad it was.Meaningless details,bad picture quality and unbelievably bad story. I am so sorry for the cast and the director.
41934_u	It may be harsh to say that Michael Winterbottom is one of the most consistently bad directors working today, but his emphasis on often counterproductive technique at the expense of story or character has resulted in an almost unbroken run of poor films from promising material ? which in many ways is far worse than making bad films out of videogames. Ever the alchemist, once again he manages to turn gold into base metal with The Claim, a fairly lavish version of Thomas Hardy's The Mayor of Casterbridge relocated to the California mountains during the Gold Rush. While the basic story transposes rather well ? a down on his luck prospector who sold his wife and child for a gold claim and rose to rule the town that grew up around it finds himself on the road to destruction when they reappear and he attempts to make amends ? it's little more than an underdeveloped skeletal outline that never grips, feeling less an attempt at subtlety, more underwritten.<br /><br />While it throws out the complexity of the source material, there's enough left here that could have made a good adult Western drama in other hands, especially in the neat turn around from genre tradition that sees Peter Mullan's all-powerful Mayor of Kingdom Come trying to persuade Wes Bentley's surveyor to drive the railroad through his town to ensure its growth. Yet it never gets to the heart of the story, playing the big scenes for less than they're worth (hard to believe any director could botch a scene of Mullan harnessing the whole town to manhaul his marital home across the snow and into the heart of town, but Winterbottom manages it) and constantly pushing characters and story into the background without ever placing anything in the foreground to compensate. Worse, no present-day action in the film has any real consequence, which is fairly disastrous for a morality play about consequences. It's the kind of film where people get killed and their death makes no impression on the emotions or actions of anyone around them leaving a dreary, inconsequential film with no drive.<br /><br />Rather than story or character, Winterbottom seems interested in recreating the world of McCabe and Mrs Miller, but he's taken all the worst of Altman without any of the best. There may be an occasional improvised feel, but it's rarely harnessed to the film's benefit, feeling like undisciplined self-indulgence and all too symptomatic of the way that far too much of the film is played out of focus, both metaphorically and literally. Indeed, it often feels like a film whose few strengths have little to do with the director. Peter Mullan is superb as the Mayor, convincingly essaying the kind of man who can rule an entire town by sheer force of will alone, but while you understand his emptiness, the film never allows you to feel for it, leaving the finale a rather empty spectacle rather than genuine tragedy. If anything, the film's tragedy is that Mullan didn't get a film worthy of his performance. Unfortunately the supporting performances are rather dull and characterless: Nastassja Kinski has little to do but waste away, Sarah Polley isn't able to do much with her cardboard good girl, Milla Jovovich lacks the moxie her saloon manger cries out for while Wes Bentley tries to coast on charisma without ever having enough to do the trick. Instead they're outshone by production designer Mark Tildesley's superbly recreated snowy mountain town and a surprisingly powerful and heartfelt Michael Nyman score that abandons his usual mathematical masturbation for something more grandiose and passionate. And you know what they say about shows where you come out humming the scenery?
41935_u	"The vast majority of movies either sink or swim, depending upon what is up on the screen. For those kinds of films, it makes no difference what is their literary legacy because they presuppose no antecedent, unlike a sequel or a film based upon a tv series. ""The Claim"" begins with the brownish look of some of the earlier Clint Eastwood westerns and seems to almost attempt to emulate some of that feeling. Naming a town, Kingdom Come, almost immediately brings to mind Pale Rider with ""The Claim"" lacking the austerity of that film. No one can fault the backdrop of this movie - the Sierra Nevada's. There is hope that this will be more than a decent film with an adequate budget and good actors because it is associated with the BBC. It certainly has a look to it that strives for authenticity. So how does it turn out?<br /><br />The British underpinning of this movie can either take one of two forms: tally ho and away we go or the stiff British lip that one finds in sound bites from its parliament with those ""here, here."" Well, the 'here, here"" gets the nod here. Even with its nudity, the film is too conservative, indicating a misunderstanding of the feel of the old American west. Whoever wrote the script should have studied the early Clint Eastwood movies (such as ""The Outlaw Josey Wales"") more thoroughly. It is just too genteel and lacks rawness. <br /><br />Nastassja Kinski receives third billing in this film. Her role is the glue that holds this movie together. Very early on, for those looking for her, she is seen in 1/8th profile for less than a second and then holding on for dear life as an open ended wagon bounces along the dirt road with her and her daughter in the back. At best, this role is two dimensional and clearly lacks depth because none was called for in the portrayal of a dying woman. As soon as she is shown coughing up blood, it is obviously curtains for her with the hope that she can make something out of the role like Clint Eastwood in ""Honkytonk Man"" - she can't. She does what she has to with a convincing cough. <br /><br />The other actors, with more defined and difficult roles, are simply not up to the task to pull them off in a convincing manner. They fail to rise to the occasion. Wes Bentley, as Dalglish, is not credible. He would appear to be more comfortable waiting on tables in between acting jobs at Campanile, a restaurant in Los Angeles. He doesn't appear to possess the mental grit to cold heartedly kill someone, much less spearhead the laying out of a railroad in the wild west. Milla Jovovich as Lucia is passable. There is no electricity in her performance even with her prosthetic gold tooth. Peter Mullan as Daniel Dillon is way too conservative. The role calls for more emotional espression or at least the hint of it. Sarah Polley being a young actress of 20 or so at the time, must have been thrilled to get the role and isn't pushed very hard on the performance scale. <br /><br />""The Claim"" is a movie that is very much like a full cup of water in its beginning, but by the end of the movie one realizes that there is a hole at the bottom of the cup because everything has dribbled away. Simply put, it lacks passion and emotional content."
41936_u	"This movie should have been titled ""Trudging through Snow,"" because that's all I remember from it. Thank goodness I saw it on video because I was able to fast-forward through many of the ""trudging through snow"" scenes. Sometimes people were trudging, sometimes horses, sometimes horses and people--but trudging, trudging, trudging. When any character went from one scene to another, the audience was forced to watch the entire walk through the snow from building to building--even if the buildings were miles apart. Hey, I got it, there's lots of snow there--all right, give us a break! It seemed to me that the movie wanted to prove to people that California is not just the beautiful, sunny, beachy place people think of, so it showed us a comparison with the northern Canadian Rockies.<br /><br />I watched the whole thing because of the link with Hardy's ""Mayor of Casterbridge."" Both Hardy and the movie portrayed a dark, negative story, but Hardy's seemed more beautiful and more real to me. I know it's wrong to compare the two, but if the filmmakers intend to make money using someone else's material, then they should expect the comparisons.<br /><br />Kinski, Mullan and Jovovich did a decent job of acting. Pollan played the usual innocent looking young teenager she always plays--boring. Bentley seemed a bit miscast. Bentley played the role analogous to Donald Farfrae from the novel. Farfrae had extreme charisma which arose from his good looks and his magical singing of old ballads. Bentley couldn't carry a tune in a bucket. Bentley had none of Farfrae's charisma, which disappointed me, even though I know that the movie didn't have to copy the book.<br /><br />The greasy hair and minimal makeup on the characters gave the movie more realism, but I kept feeling the urge to throw all the actors into a bathtub and give the women bobby pins with the order to either wear their hair down or pin it up all the way. The half-pinned-up-half straggly hairstyle that they all wore was annoying.<br /><br />Instead of spending so much effort on creating realistic stark scenes, the filmmakers should have put more effort into creating memorable characters. I didn't feel any empathy for any of the characters, with the possible exceptions of the Kinski character, and Mullan's character toward the end of the movie. Jovovich decently portrayed a Hardyesque ""survivor,"" though I felt that the director might have used her talents a bit better.<br /><br />By the way, the reviewer who posted the plot summary at this site stated that Jovovich was the daughter, when it was actually Pollan."
41937_u	Frank Cottrell Boyce is dismissive of screen writing books, but on the evidence of this disjointed, incoherent outing he may want to take a trip to the library. Bearing a superficial resemblance to The Mayor of Casterbridge, this film lacks dramatic tension, dramatic irony, humour, characters who we can love or loathe, and most essentially a plot that resolves itself on the basis of the choices the characters make. Hardy's novel traces the rise, fall, then rise again of a powerful, cantankerous individual. The novel's tragic irony is that the 'daughter' the Mayor sacrifices everything for is not, in fact, his biological daughter. This plot line is inexplicably discarded by Boyce. It robs the climax of any dramatic power, Winterbottom looking to compensate for the lack of emotional payoff with a show of pyrotechnics.<br /><br />Like Boyce, Winterbottom fails to do justice to the story. Daniel gives up all for his daughter, but the emotional impact is never relayed to the audience. Elena tells Daniel that to embrace Hope as a daughter he must tell her the truth. That conversation takes place with the camera behind Daniel and Elena, their faces masked in silhouette. Why cast actors of the caliber of Kinski and Mullan if you won't let the audience see them act in their most dramatic moments? The only father-daughter interaction between Daniel marrying Elena and the crucial scene where he tells her the truth, is a dance at the wedding relayed in a prosaic, underwhelming longshot. When Daniel comes to tell her of his past misdeed he does so matter-of-factly, she runs away, and the inner turmoil this must have caused for both individuals is never examined. It is symptomatic of the failure to manage any emotional arcs or beats in this film. Winterbottom does not seem to follow the basic rules of action-re-action. When Hope first reveals herself to Daniel with the rosary beads, there is shock - then nothing. A reflective moment, with Daniel fingering the beads, is called for but never offered up. Dalglish loves Hope, sleeps with someone else, blames it on his job, and is forgiven. A sub-plot involving a railroad engineer and a prostitute takes up more screen time than the Hope-Dalglish romance. At two points people are shot dead but we cut to life going on as normal, with no sign of grief or consequences for the community.<br /><br />The film looks like an amalgam of Winterbottom's Wonderland (the fireworks scene is recycled set-up for set-up) and Miller and Mrs. McCabe. However, it has neither the keenly felt human longing of the former or the frailty and mystery of Altman's latter.<br /><br />Perhaps in reaction to the less-than-inspiring efforts of his collaborators, Michael Nyman seems not to have bothered too much with this one. He re-jigs a few notes on his Wonderland score and layers it over The Claim. All the music did was take me out of the film and make me think how sad it is to see a genius plagiarizing his own work.<br /><br />The Claim looks nice in places, though the snow-covered pioneer town invites comparisons with Altman's masterpiece and once again falls short. There are some nice moments, most notably when Jovovich sings about Portugal. But it is all very bitty, ill-disciplined and under-realised. It looks like a work in progress rather than a finished film. Boyce, Winterbottom and Nyman have all done better in the past, and need to do so again.
41938_u	Pretentious drivel is about all one can say. Pity because moving Hardy west is an appealing idea but the performers, mood and conceits of the movie are anything but western. Comparisons with Altman's McCabe and Mrs. Miller are interesting but mostly serve to demonstrate that this is (sorry but it is the best description) still pretentious drivel. Perhaps some enterprising auteur can try this again with a different cast and director but again premised on the Mayor of Casterbridge doing his time in the nineteenth century west but this time without the European music and, one more time, pretentious drivel. I would have noted spoiler and mentioned the end but I could not make it through. Paging Julie Christie.
41939_u	I, like many teenagers, was sucked into seeing Disturbing Behavior by the teasers on TV which despite being backed by Harvey Danger songs seemed to speak volumes: the preppies are evil, they get away with murder and they want you for their new recruit.<br /><br />Besides my total waste of $5 just so Hollywood could try to stretch enough to reach my angsty punk teenage soul, Disturbing Behavior is ridiculously condescending. It's almost like they were looking directly into my eyes and seeing how they could use me to make money. Ooh the Dawson's Creek girl has NOFX and Alternative Tentacles stickers... on the back of her pickup truck!! What followed the initial amusement was 90 minutes of boring hell as I debated whether or not to go over to the next theater and see what was playing there... Titanic sounded preferable at times.<br /><br />Anyway, I'm calling out to all of you now who want to know if Disturbing Behavior spills the honest truth about high school cliques and preppy crimes: the preppies aren't out to get you, my black-clad, boot-wearing, spikey-haired brothers and sisters, it's the big corporate producers of Hollywood teenage movies.
41940_u	"I probably haven't seen such a bad movie since Kull the Conqueror.<br /><br />This movie is an offense even to the teenage genre, it's about a mind controlling chip that is installed to the small town high school rebel students, turning them into ""A"" students, football jocks and cheerleaders in a scheme for world domination, so, see it a your own risk."
41941_u	"Yet another dull ""stepford wife"" riff. This movie moved along at the speed of molasses on a cold day. The acting wasn't too bad, but the story was lame. Don't waste your time with this one."
41942_u	"Probably the only reason why I seen this film was because of its co-star Katie Holmes (of the popular Dawson's Creek show). She has a lot of talent, but I still don't understand what drove her to make this movie. Cradle Bay is a wonderful place to live, and everything seems perfect -- maybe a little too perfect, especially the teenagers. I thought the plot seemed OK, which is another reason for seeing the movie, but later on it just got dumb and boring. When Steve Clark (James Marsden) moves into town and tries to fit in with the local kids, he finds something unnatural about the small town's perfection. If the filmmakers wanted to make this film scary, which I know they probably did, they should've made it more on-the-edge-of-your-seat terrifying. I sat through the whole movie awaiting for something such as this to happen, but it didn't. The film does have some good moments, but I still think that they should've made it a whole lot better, which I know they could've. It's probably pretty popular with other teens, but as one, it just didn't cut it for me. That's my opinion and how I came to the conclusion of giving ""Disturbing Behavior"" a 4 out of 10 stars."
41943_u	Thank God this movie only lasted 84 minutes, because it was pure torture, the first half was just your average bad teen movie (what I expected) but in the second half it turned into a real nightmare, It make Police Academy films look good. If you want to try to see the worst movie of the last couple of years see this one.
41944_u	I liked the idea of the movie. The action and actors were good, however the movie was not put together well. They spent too much time on the action and not enough time on the script. Things were not fully explained and they jumped back and forth between points. They should've gotten the point across earlier in the movie, to keep the viewers attention.
41945_u	This film was so derivative, the only pleasure we got watching it was trying to identify which movie a particular scene was most directly stolen from. The result is a formless mishmash with no character of its own.<br /><br />At every turn, there was something that didn't make sense - such as the two main characters entering and wandering around freely in an insane asylum (which was itself as clichéd as anything in the movie.) What, no security, no locked doors to keep the inmates in or intruders out?<br /><br />Rating: skip this one.
41946_u	"The only thing that I could tolerate in this movie was Gavin. After he was converted I stopped caring. I didn't really care about ""steve"". I will not forget his name since every character said it about 20 times. The worst part was the use of the soundtrack. It would blare out of nowhere and then abruptly stop. By the end I was hoping to see the two get converted. Then they had to go break free and then get saved by the ""retarded janitor""?? Poor science and poor fiction make for hollywood grist in the MST3K mill. 2/10"
41947_u	"I saw this movie because it seemed like a good plot, I'm a horror fan, and I always take time to watch the movies of Dawson's Creek stars. It was a good idea to make a film about teens being brain-washed but I guess the producers assumed that since Katie Holmes was in the movie there was no need to actually put some work into the script.<br /><br />The actors, leaving out Nick Stahl, were lacking. James Marsden could have done better but it could have just been that the dialogue was poorly written. Who knows. Katie Holmes' bad girl act made her just seem like a bratty little tag-along.<br /><br />And of course they had to add some nudity to the flick just to make it ""perfect"". The showing of the girl's chest wasn't at all necessary.<br /><br />All in all, it was just a typical teen horror flick that was sloppily made. All pretty much done was taking a spookie urban legend, throw in some nudity, some running around into nowhere, an extremely popular star, and making a happy ending with a little corny twist at the end... BOOM... you just got yourself a poorly done teen flick. Rent The Faculty instead unless you are partial to Katie Holmes. I give this movie a 3/10 stars."
